269365	275012	48978
243876	279126	63665
335096	262761	51990
510447	314272	67085
269607	267592	53614
272033	281521	56124
269613	306249	61017
253238	263980	49795
266196	267838	47149
249517	290583	60197
274939	331592	53663
253572	260723	58228
286730	293343	57946
268004	252578	47431
279981	258587	61120
258647	319226	52070
249818	296830	79176
258291	251814	48730
272901	276305	57847
260811	298904	47529
262749	260062	50184
268546	251191	50935
269408	297394	49063
354044	290089	58562
612860	287398	50156
264569	262868	53587
250804	281979	52569
270487	284484	64483
249527	269308	53864
280683	266180	54935
