648573	313955	93125
425889	358696	56793
433301	303997	70447
659757	302673	69785
628972	292122	71632
431411	288696	74098
422877	299211	61918
371403	315907	52822
3145523	292624	66899
731949	307879	59626
657312	323747	60244
677160	294086	63246
885771	358744	65905
424853	560694	97881
440580	360903	69848
426327	296207	66625
3930912	591521	109713
1247818	573413	67155
672580	285690	66748
623471	344519	58594
658157	345013	63978
608883	315643	75068
396618	359245	65766
1258463	516187	72962
3347328	298491	76868
1150272	557776	71414
1316897	283760	68681
660534	323357	62346
397304	600095	104120
478905	313219	70241
