48823	309487	75160
53395	311649	69049
64257	338747	69496
46910	305910	63235
78930	297769	74161
55485	309260	73854
54047	285753	67558
60825	338641	61521
70690	307500	63516
48766	407438	68059
59378	306650	80382
51722	319096	83612
47315	408535	61794
56082	320233	70762
59464	345896	79307
67654	363408	71328
52383	320113	74769
62270	326195	70385
52897	313296	69512
52086	321986	68512
53931	341075	62386
51238	414794	77827
60057	401200	163779
146160	485352	101130
51290	336027	72209
75056	358884	80557
272166	337220	69093
51002	567760	72481
58737	366125	84543
61223	333462	65416
