70283	371663	70547
57485	376347	86336
53298	358340	65829
54581	385590	69633
54660	343179	68778
70846	370361	65167
51889	352345	65928
56231	329194	70275
53372	339153	68830
52972	329406	64799
53656	346978	72762
47447	337976	66611
61526	345543	61942
50241	331661	65675
51514	350338	60095
70584	526811	92188
62731	579760	115354
77070	369317	99868
54029	324653	72563
58161	343701	70445
64219	345734	84454
123386	337838	68232
71910	370995	77000
54723	355083	76697
59098	361102	64960
166984	751474	82926
117640	676177	139917
130014	638875	115248
55953	379288	71307
85315	518892	138931
