92532	275079	54323
148441	288531	54219
203406	298599	53357
100256	266960	56669
89204	299295	57076
93281	292340	55427
107222	289238	52029
88418	288274	70736
102800	275422	52782
89356	289018	54684
89249	269470	50092
97393	284004	67032
92429	281149	49975
192064	357472	61494
123595	481687	56733
91026	455517	125717
129129	455398	85469
165620	634091	75907
92948	299255	53448
93695	305875	57301
89682	258574	62582
213234	410445	68412
92125	612497	150515
105657	297721	57779
90365	402983	88657
127296	430062	82011
130244	511780	86332
103115	315421	57362
88304	280429	52323
132039	300533	54707
