2,1666667
2,8333333
2,6666667
2,3333333
3,0
2,5
3,0
2,8333333
3,0
2,8333333
2,5
2,6666667
3,0
2,1666667
3,0
2,5
2,6666667
2,8333333
2,6666667
2,1666667
2,5
2,8333333
3,0
3,1666667
3,0
3,1666667
3,0
3,0
2,5
2,6666667
2,6666667
2,5
2,6666667
2,6666667
2,8333333
2,3333333
2,6666667
2,6666667
2,6666667
2,6666667
3,0
3,0
2,8333333
2,8333333
2,6666667
2,8333333
2,6666667
2,3333333
3,0
2,6666667
2,6666667
2,3333333
2,3333333
2,3333333
2,5
2,6666667
3,1666667
2,1666667
2,5
2,6666667
2,8333333
2,8333333
3,0
2,6666667
2,6666667
2,5
2,5
3,0
3,3333333
2,8333333
2,6666667
3,0
2,8333333
2,5
2,6666667
3,0
3,0
2,6666667
2,6666667
2,6666667
2,5714285
2,7142856
3,2857144
2,7142856
3,142857
3,0
3,0
3,142857
2,857143
2,4285715
2,7142856
2,857143
3,142857
2,7142856
2,857143
3,4285715
3,2857144
2,5714285
2,5714285
2,857143
2,857143
2,7142856
2,857143
3,0
3,2857144
3,0
3,142857
3,2857144
2,7142856
3,4285715
3,2857144
2,4285715
2,857143
2,857143
3,2857144
3,2857144
3,0
2,7142856
2,857143
3,2857144
2,5714285
2,7142856
2,7142856
2,5714285
3,0
3,0
2,857143
3,4285715
2,2857144
2,4285715
2,7142856
3,2857144
2,857143
2,5714285
3,142857
2,7142856
3,142857
2,7142856
2,5714285
2,7142856
3,0
2,857143
3,4285715
3,142857
2,7142856
2,857143
3,0
2,5714285
3,142857
2,857143
2,857143
3,0
2,857143
3,142857
2,7142856
3,0
3,0
2,857143
3,4285715
2,7142856
