124758	376737	85833
123068	368434	59423
120299	379662	81232
109541	401206	62201
123882	324033	64321
128915	352246	61785
116197	369289	81515
120425	339930	63412
114269	363058	66262
115747	360761	61395
100202	362354	59646
125982	336143	55517
99116	342220	66957
315976	325747	55909
121981	350190	58921
99860	358561	69122
122458	335399	85598
129610	349423	63925
118313	401819	77261
105148	346939	68335
103206	342426	61059
98504	325938	67067
117236	355799	63309
111575	336744	63891
116656	333192	60841
109549	336060	51851
104836	349066	66658
103269	373208	62904
124463	324863	55406
109244	348468	62973
