844705	275370	69257
665724	308936	55867
9354205	280044	69181
8675340	315553	59056
970601	285141	65674
900561	296038	59930
928798	311984	60799
906014	289973	53083
597533	275246	76921
642519	293421	66024
1149152	295047	60806
906550	287116	55128
937539	284443	81435
861949	339842	59811
851439	285031	63030
625332	319678	56761
619219	318437	66111
3356268	278687	57527
981102	296191	71239
906543	284686	64796
884200	301865	60017
894628	275093	60826
643855	278864	52606
630309	285756	63480
641260	287233	59912
923927	334912	61223
867281	285650	58029
862121	304461	72520
875036	279932	59516
602821	281848	59370
