59602	392064	69653
42960	386821	65872
52636	453058	71280
49147	385007	66005
41757	349325	76281
63138	360524	56277
47957	383400	55099
46469	349821	70766
49811	341012	74491
42838	331577	67875
50180	340649	63921
40432	354934	66180
40331	327871	64395
45053	348829	76185
48573	356159	59696
43830	406092	72023
45042	356944	79542
49781	502849	99313
42805	356903	63560
46851	339344	59920
50113	361908	76159
118117	866604	101468
157890	677669	114629
71788	377399	69893
44759	369536	65916
42144	394589	64946
50273	371594	66941
51248	340126	57509
40520	391464	81110
141284	710235	137432
