123251	250250	51556
128738	229984	47367
102370	252805	38931
101858	224296	43479
111264	241588	41305
107386	268738	44561
129088	249864	41599
96073	226975	43533
104465	237441	42926
120490	228128	40138
107019	220262	39132
115589	219702	40835
130763	255954	39894
118906	223957	41625
109796	259119	43166
109668	242136	46121
122151	231972	40758
93305	240236	43040
109457	236602	40834
115992	220204	39152
121467	244121	40832
110152	237841	35996
119231	217083	42886
111047	249116	42986
112019	253259	40726
118659	212039	42841
97400	230769	37966
106898	225892	45993
128066	236361	37375
107739	238913	49927
