157926	511414	61143
149019	514652	68719
152750	504764	62883
143952	509943	68060
145816	510839	69692
160140	505569	68804
171128	577446	65636
147971	548074	61777
158892	574618	64046
347298	500613	69063
175233	510767	64891
154143	540789	65829
172156	511775	69209
167031	502954	60806
146466	562048	70674
150243	558892	59060
139706	530096	62414
160275	508364	65034
149205	580158	68939
183504	523006	80766
141723	554660	63239
143800	568759	77644
146297	559107	59889
141670	561693	78051
156945	544348	60693
158811	535610	64431
167650	553121	63116
149146	544374	63718
141420	559508	61484
182435	572096	61269
