342693	542450	61250
311700	547752	62545
325101	549313	61417
334507	568930	60140
305912	538784	69512
325188	558114	65072
347957	543455	60900
295242	527520	59642
312534	535033	62706
323919	624212	83830
321873	545094	65848
318156	548335	70748
333686	554371	63487
299424	552290	58701
316479	547688	61591
338559	542842	61702
306361	615597	67278
307715	538611	64897
313724	551175	67739
309886	549113	60838
330700	547189	64082
322890	531355	64460
322300	540209	61898
323889	527645	69744
330265	539067	59376
317400	711627	61243
305989	546541	65319
315284	546247	59198
296068	530605	65310
340666	544539	63065
