109577	583710	65031
112797	561842	64864
101006	602104	66514
103085	613073	64534
98513	577278	67805
108680	577071	72196
92623	573442	61677
105549	603184	70220
106280	619612	65500
97242	594834	61804
111830	564835	61726
107250	596558	77720
104695	587907	68862
102908	557806	63688
108077	557490	65784
107522	597879	64667
94556	616948	62303
99235	576457	61769
122782	599695	60308
98278	586551	67497
106463	605072	64969
90737	620563	67716
104940	618480	64637
109430	627989	76698
118790	558804	74525
107898	559054	61413
129310	562873	59245
105831	585501	75388
117638	582552	62987
118461	587465	62623
