132402	1049358	93556
100242	849083	67427
78663	756027	67108
73117	738450	49781
80012	704950	62801
64346	763418	69648
68101	722382	67270
77964	730156	81879
66975	701687	75178
67886	690045	58308
70832	687735	65131
69974	715484	60202
66513	755510	62084
73717	709252	56636
67718	785972	57222
65360	698906	56568
76173	709198	64274
68179	699851	57021
70557	679871	56914
76993	720686	73851
72839	700607	63187
67577	743923	57291
75617	726231	67462
69023	724866	57726
65361	677384	52145
72610	686693	56061
86248	697754	57939
64402	720534	57936
72808	732722	56542
73349	743338	59368
