317619	598754	69218
374034	632242	70739
314205	568475	64417
300024	567507	61850
316885	561872	61121
330684	555530	57663
314891	574550	61566
342647	573715	60945
325212	572544	70988
307519	568324	64251
319542	558309	62083
321125	562510	56174
288498	563961	62054
336184	572128	59883
325571	534195	73304
293213	559919	57481
342793	545990	60691
314597	545473	65253
301683	560521	63749
321655	552849	65795
336941	554218	61052
303576	569348	61029
328853	547434	55363
330475	551595	59026
298177	574858	64502
324208	534794	60562
329240	551788	61002
292403	578309	68375
333363	580941	59225
319571	551881	64869
