639616	504555	62562
621542	494822	64394
604426	484901	60278
552203	493061	63297
552060	491292	63147
648879	489207	67398
549887	489536	67702
537033	478720	64852
517287	491881	65788
555163	499468	68482
537766	476776	66542
525316	495924	79757
564088	488598	59086
552330	484924	64361
639354	492155	63354
594714	494456	64894
532271	503664	60459
539320	479677	60624
567947	496381	59255
542277	479379	72247
529337	489436	62553
567199	497715	66502
528267	499484	59380
565208	483695	63635
545163	489524	67314
578238	488314	65055
510958	500802	62876
559596	480873	64021
572266	472197	69322
534355	491098	79834
