1080097	570051	63735
3040195	561069	58815
3383564	544809	61725
1039168	556784	63513
835254	561098	62840
815812	568519	58054
1106841	543360	63982
1106775	539453	58016
1036336	574884	61328
790091	540301	62521
1243335	543518	59832
3190559	539889	59663
978403	568005	61204
839153	554180	60678
811689	572477	61522
1082943	544064	58994
1103667	550804	60014
1034986	536986	62151
780211	566715	62787
3499774	540682	59505
1142664	564159	59923
1000875	555118	64139
855389	536342	57013
835108	573645	57814
1085375	542777	65766
1105666	561918	58286
1027260	571711	59351
787693	544341	67529
1184303	538163	60793
1119504	546128	59308
