106025	963849	80097
98565	767366	67198
64885	664010	63605
56107	577881	59670
63777	605383	67928
55055	625212	59586
55461	842818	79961
51066	586986	63429
61691	586034	74632
56699	585823	65723
57186	643110	63366
57160	613570	61759
56931	604075	62258
58775	622792	73889
51536	594037	66801
57046	575731	58859
59334	570030	65803
57036	577296	60814
53639	577240	63274
61776	615554	62282
47823	595606	67396
55753	608822	58869
65012	588092	70129
57161	568941	57716
60966	580058	54780
55743	612008	56969
53329	611873	56185
55915	581370	55281
57607	604163	59495
58221	625882	55353
