2317174	516260	67039
2950762	511958	61231
823685	481825	67143
459343	502461	75032
3260036	478775	60902
826224	498954	67382
699523	528057	61224
733726	480213	59713
417219	492766	61815
818161	506104	58515
736935	472824	64408
675511	517198	65099
673602	494039	65761
426700	514009	63062
437138	489672	66423
785615	500790	65849
743342	493974	64188
661202	503590	61245
669219	476252	61968
429770	527699	63374
422432	521889	65811
749992	514665	60380
724742	518886	69099
702211	487505	60806
492406	491857	59206
457152	509814	66110
773500	468163	63478
778032	3267841	62710
678681	496439	73141
650411	541041	60942
