107529	314700	35968
110761	269787	35300
121696	296662	32005
83914	288984	31287
102188	274901	31344
95158	275550	29627
105497	257228	33804
113595	279970	34974
84269	253944	31582
121977	328456	33950
118207	287126	31245
107896	243985	35612
94894	258322	33860
105214	273067	34798
107219	248630	29467
90544	266765	33979
105619	257004	32844
111531	251068	34903
90680	275316	30215
112118	280213	32230
110699	263233	32946
90060	268914	32972
94561	258117	31855
95389	254825	35817
88763	272988	30434
100188	275761	31120
95599	253098	35385
94085	296919	32182
100239	257794	40279
107678	262712	28363
