36227	333187	42118
44045	293259	35516
31183	284367	33885
31259	319309	36233
32854	297549	38627
31890	304308	34134
33160	269316	39788
36141	281052	35218
30649	252120	40383
29220	285665	39317
36881	341756	41793
28958	249067	30821
43222	352870	41374
75159	428248	39613
32121	312079	34553
27338	240070	30824
31939	241981	32003
24736	257160	31742
28047	252347	33403
34297	258453	34331
26507	268056	35852
30526	253365	33555
34797	288180	35641
34081	259498	39397
30661	246195	37272
32445	256235	32112
28990	282513	32437
34144	276348	32427
46322	306282	36269
28278	309580	37792
