180876	226803	37459
246547	183674	44083
183531	175916	39250
172080	186435	40003
183948	204963	36352
154452	188312	58481
173346	196635	34564
185341	191926	39929
174996	176784	43148
168798	195355	36314
189909	215666	31981
162621	197997	39949
162323	179238	31821
173690	187101	39825
161999	182005	35905
178129	183050	35294
164254	207292	33524
171838	197192	38241
168113	181542	41128
164345	184362	42938
160964	190395	46663
159577	188364	34984
180773	193150	39492
272388	237857	38805
168103	186169	35029
169893	202957	39580
160306	185588	38512
169659	187979	42199
164131	196816	41292
165942	180327	40633
