107838	324203	30189
87246	317842	30630
85142	310955	27234
66346	262093	27434
68244	284691	26287
69528	253197	33545
69415	248442	24978
61946	272374	25426
94634	279750	26490
67607	262763	26901
60072	259547	25377
64911	251195	25704
79429	276966	24800
65337	267317	25849
65667	295323	27112
61229	264334	27725
68261	267961	28778
70079	267599	27948
65759	273595	26120
69970	265577	32349
59345	268355	25847
67243	271856	25986
64297	250662	26580
66645	281647	29197
63655	293194	27592
66506	251747	30158
59117	298713	26350
59965	263412	26155
66223	277032	27313
65839	262638	24644
