40269	259312	45886
38717	242490	52410
34804	256012	40364
37802	274011	47094
62220	319359	43343
38392	282147	50513
40460	230189	47305
41441	239335	38710
35521	229811	37188
39889	238598	43245
32676	238958	43670
40862	239799	51096
333197	508838	96190
52209	449785	68770
118566	285409	48416
34754	212679	38213
32556	224998	39495
39721	208385	39249
35391	216581	40388
38225	266777	38375
31098	238434	38189
40724	216703	45553
46591	216331	38920
32798	224362	41109
39812	233657	39539
41940	250542	39658
41634	241269	43889
46673	256517	53960
40947	290170	56248
43360	328790	42676
